h_group_id,h_group_name,x_group_id,x_group_name,n_pdb_reps,n_afdb_reps,pdb_total_cys,afdb_total_cys,pdb_disulfide_pct,pdb_metal_pct,afdb_disulfide_pct,afdb_metal_pct
616.1,S15/NS1 RNA-binding domain,616,S15/NS1 RNA-binding domain,16,96,21,207,0.00,0.00,5.80,1.93
6161.1,Uncharacterized virus protein A-100,6161,Uncharacterized virus protein A-100,0,1,0,3,,,0.00,100.00
6162.1,CRY-binding domain of PER,6162,CRY-binding domain of PER,1,0,2,0,0.00,0.00,,
6163.1,Uncharacterized protein lpg1960,6163,Uncharacterized protein lpg1960,1,0,4,0,0.00,0.00,,
6164.1,Bestrophin,6164,Bestrophin,3,77,20,416,0.00,0.00,0.00,0.00
6165.1,Piezo CTL2 domain,6165,Piezo CTL2 domain,4,17,21,91,42.86,0.00,34.07,0.00
6166.1,"N-terminal domain of Delta(14)-sterol reductase, MaSR1",6166,"N-terminal domain of Delta(14)-sterol reductase, MaSR1",1,43,3,173,0.00,0.00,15.61,0.00
6167.1,Eukaryal tRNA restriction enzyme PaT,6167,Eukaryal tRNA restriction enzyme PaT,1,0,2,0,50.00,0.00,,
6168.1,Immediate-early 1 protein,6168,Immediate-early 1 protein,2,0,18,0,0.00,0.00,,
6169.1,Transmembrane segment of lysosome-associated membrane glycoprotein 2,6169,Transmembrane segment of lysosome-associated membrane glycoprotein 2,2,238,2,405,0.00,0.00,13.09,0.00
6170.1,Kv7 proximal C-terminal Domain,6170,Kv7 proximal C-terminal Domain,8,13,8,26,0.00,0.00,0.00,0.00
617.1,A virus capsid protein alpha-helical domain,617,A virus capsid protein alpha-helical domain,5,0,11,0,54.55,0.00,,
6171.1,C-terminal helical domain in  Jumonji domain-containing histone demethylases,6171,C-terminal helical domain in  Jumonji domain-containing histone demethylases,8,71,17,379,0.00,0.00,0.00,35.09
6173.1,V1/V2 domain in HIV gp120,6173,V1/V2 domain in HIV gp120,34,1,128,7,79.69,0.00,14.29,0.00
6174.1,C-terminal helical domain of proline 3-hydroxylase,6174,C-terminal helical domain of proline 3-hydroxylase,1,0,2,0,0.00,0.00,,
6175.1,Insertion domain in phosphocholine transferase AnkX,6175,Insertion domain in phosphocholine transferase AnkX,1,0,1,0,0.00,0.00,,
618.1,DNA mimic protein DMP12-related,618,DNA mimic protein DMP12-like,1,5,1,7,0.00,0.00,0.00,0.00
620.1,YfiT-like putative metal-dependent hydrolases,620,YfiT-like putative metal-dependent hydrolases,15,77,20,130,0.00,0.00,0.00,0.00
62.1,Carbonic anhydrase,62,Carbonic anhydrase,22,121,58,416,74.14,0.00,63.22,0.00
621.1,"Interferon-induced guanylate-binding protein 1 (GBP1), C-terminal domain",621,"Interferon-induced guanylate-binding protein 1 (GBP1), C-terminal domain",12,212,21,641,4.76,0.00,8.74,0.47
622.1,"HSC20 (HSCB), C-terminal oligomerisation domain",622,YvfG-like,2,70,2,149,0.00,0.00,7.38,6.04
622.2,YvfG-like,622,YvfG-like,0,3,0,4,,,0.00,0.00
622.4,Mite allergen Der p 5-related,622,YvfG-like,0,95,0,277,,,3.25,2.89
622.5,Probable 26S proteasome regulatory subunit p27,622,YvfG-like,0,1,0,1,,,0.00,0.00
622.6,NLR family member X1 C-terminal domain,622,YvfG-like,1,2,4,12,0.00,0.00,0.00,0.00
623.1,"Diol dehydratase, gamma subunit",623,"Diol dehydratase, gamma subunit",2,0,2,0,0.00,0.00,,
624.1,Variable surface antigen VlsE,624,Variable surface antigen VlsE,0,1,0,2,,,50.00,0.00
625.1,Hepatitis B viral capsid (hbcag),625,Hepatitis B viral capsid (hbcag),5,0,15,0,0.00,0.00,,
626.1,Formin homology 2 domain (FH2 domain),626,Formin homology 2 domain (FH2 domain),6,161,28,930,0.00,0.00,0.00,0.00
627.1,VPS9 domain,627,VPS9 domain,3,106,10,345,0.00,0.00,0.58,0.00
628.1,"Fatty acid responsive transcription factor FadR, C-terminal domain",628,"Fatty acid responsive transcription factor FadR, C-terminal domain",8,60,14,104,0.00,0.00,0.00,0.96
629.1,TorD-like (Pfam 06192),629,TorD-like (Pfam 06192),4,49,9,116,0.00,0.00,1.72,0.00
630.1,"RuBisCo LSMT C-terminal, substrate-binding domain",630,"RuBisCo LSMT C-terminal, substrate-binding domain",5,96,11,303,0.00,0.00,3.96,0.00
63.1,Mannose 6-phosphate receptor domain,63,Mannose 6-phosphate receptor domain,15,197,159,1410,99.37,0.00,98.16,0.00
631.1,"Glycolipid transfer protein, GLTP",631,"Glycolipid transfer protein, GLTP",6,39,21,140,0.00,0.00,0.00,0.00
632.1,Families 57/38 glycoside transferase middle domain,632,immunoglobulin/albumin-binding domain-like,12,175,21,412,4.76,0.00,8.98,1.46
632.10,Coronavirus NSP7-like,632,immunoglobulin/albumin-binding domain-like,5,5,17,15,11.76,0.00,0.00,0.00
632.11,AF1782-like,632,immunoglobulin/albumin-binding domain-like,2,126,3,221,0.00,0.00,13.57,5.43
632.12,Vng1086c-like,632,immunoglobulin/albumin-binding domain-like,0,12,0,21,,,4.76,0.00
632.13,Tex bundle domain-like,632,immunoglobulin/albumin-binding domain-like,2,14,2,16,0.00,0.00,0.00,0.00
632.15,Staphylococcal complement inhibitor (SCIN),632,immunoglobulin/albumin-binding domain-like,0,47,0,77,,,5.19,0.00
632.16,N-terminal domain of a replication restart primosome factor PriC,632,immunoglobulin/albumin-binding domain-like,1,2,2,2,0.00,0.00,0.00,0.00
632.18,hypothetical protein PA2901,632,immunoglobulin/albumin-binding domain-like,0,10,0,15,,,13.33,0.00
632.19,Choline binding protein A,632,immunoglobulin/albumin-binding domain-like,0,17,0,36,,,5.56,0.00
632.2,Bacterial immunoglobulin/albumin-binding domains,632,immunoglobulin/albumin-binding domain-like,4,122,9,285,55.56,0.00,21.40,3.86
632.20,TsiV3 protein,632,immunoglobulin/albumin-binding domain-like,1,0,4,0,100.00,0.00,,
632.21,Helical bundle domain in endo-beta-N-acetylglucosaminidase F2,632,immunoglobulin/albumin-binding domain-like,1,3,1,9,0.00,0.00,11.11,0.00
632.22,Cell division protein EzrA repeats,632,immunoglobulin/albumin-binding domain-like,1,311,1,693,0.00,0.00,8.51,1.59
632.23,Helical linker domain in nicking endonuclease N.BspD6I,632,immunoglobulin/albumin-binding domain-like,0,6,0,14,,,7.14,0.00
632.24,GBS CAMP factor C-terminal domain,632,immunoglobulin/albumin-binding domain-like,1,3,1,8,0.00,0.00,0.00,0.00
632.25,GBS CAMP factor N-terminal domain,632,immunoglobulin/albumin-binding domain-like,0,4,0,15,,,0.00,13.33
632.26,Helical insertion of PCIF1/CAPAM,632,immunoglobulin/albumin-binding domain-like,0,2,0,2,,,0.00,0.00
632.3,Phosphoprotein XD domain,632,immunoglobulin/albumin-binding domain-like,3,81,3,156,0.00,0.00,17.31,4.49
632.5,Staphylocoagulase,632,immunoglobulin/albumin-binding domain-like,0,2,0,2,,,0.00,0.00
632.6,"Plasmid maintenance system epsilon/zeta, antidote epsilon subunit",632,immunoglobulin/albumin-binding domain-like,0,12,0,33,,,0.00,27.27
632.7,"Heat shock protein 70kD (HSP70), C-terminal subdomain",632,immunoglobulin/albumin-binding domain-like,8,267,13,509,0.00,0.00,8.06,1.18
632.8,alpha-2-Macroglobulin receptor associated protein (RAP) domain 1,632,immunoglobulin/albumin-binding domain-like,1,33,1,72,0.00,0.00,4.17,0.00
633.1,Bromodomain,633,Bromodomain-like,35,406,80,945,0.00,0.00,0.21,0.74
633.10,IVS-encoded protein-like,633,Bromodomain-like,1,57,2,180,0.00,0.00,9.44,1.67
633.11,Nqo1C-terminal domain-like,633,Bromodomain-like,20,40,98,235,1.02,51.02,0.00,38.72
633.12,Ta0600-like,633,Bromodomain-like,0,44,0,80,,,18.75,0.00
633.13,DsbB-like,633,Bromodomain-like,1,81,3,448,100.00,0.00,65.63,0.00
633.14,YqcC-like,633,Bromodomain-like,0,2,0,2,,,0.00,0.00
633.15,alpha-ketoacid dehydrogenase kinase-N,633,Bromodomain-like,5,43,10,108,0.00,0.00,3.70,0.00
633.16,PMT helical bundle domain-like,633,Bromodomain-like,2,23,2,58,0.00,0.00,34.48,3.45
633.17,RcdA,633,Bromodomain-like,1,0,1,0,0.00,0.00,,
633.18,ExoU toxin C-terminal domain,633,Bromodomain-like,0,2,0,3,,,0.00,0.00
633.19,Hypothetical protein lpg2422 helical bundle domain,633,Bromodomain-like,2,2,2,4,0.00,0.00,25.00,0.00
633.2,Carnobacteriocin B2 immunity protein,633,Bromodomain-like,2,25,2,93,0.00,0.00,64.52,0.00
633.20,Hypothetical protein PF1176,633,Bromodomain-like,1,3,1,6,0.00,0.00,16.67,0.00
633.21,Uncharacterized protein PA2107,633,Bromodomain-like,7,215,112,1027,0.00,0.00,19.28,0.19
633.22,Vitamin K epoxide reductase (VKOR),633,Bromodomain-like,1,69,4,396,50.00,0.00,30.30,0.00
633.23,Claudin,633,Bromodomain-like,4,697,20,4459,60.00,0.00,32.45,0.00
633.24,RABEX-5 helical domain,633,Bromodomain-like,2,49,8,103,0.00,0.00,5.83,0.00
633.26,SidC lipid-binding domain,633,Bromodomain-like,1,10,2,47,0.00,0.00,27.66,6.38
633.27,Four-helical bundle in acetyl-CoA carboxylase,633,Bromodomain-like,1,0,1,0,0.00,0.00,,
633.28,Tsi6,633,Bromodomain-like,0,1,0,2,,,0.00,0.00
633.29,Putative uncharacterized protein PAV1-137,633,Bromodomain-like,0,5,0,16,,,0.00,0.00
633.3,Mob1/phocein,633,Bromodomain-like,2,45,9,227,0.00,22.22,0.00,20.70
633.30,hypothetical protein ABAYE3784,633,Bromodomain-like,0,1,0,1,,,0.00,0.00
633.31,Four-helical bundle insertion domain in pyruvate-ferredoxin oxidoreductase,633,Bromodomain-like,1,5,1,5,0.00,0.00,0.00,0.00
633.32,OxsB C-terminal helix bundle,633,Bromodomain-like,1,0,1,0,0.00,0.00,,
633.33,Rogdi,633,Bromodomain-like,1,15,4,79,0.00,0.00,0.00,0.00
633.4,Plant invertase/pectin methylesterase inhibitor,633,Bromodomain-like,1,331,4,1547,100.00,0.00,83.84,0.13
633.5,LemA-like,633,Bromodomain-like,0,7,0,14,,,0.00,0.00
633.6,Acyl-CoA dehydrogenase C-terminal domain-like,633,Bromodomain-like,66,552,168,1722,0.00,0.00,1.74,0.00
633.7,Bacillus cereus metalloprotein-like,633,Bromodomain-like,6,30,10,134,60.00,0.00,8.21,0.00
633.8,MAST3 pre-PK domain-like,633,Bromodomain-like,0,15,0,46,,,0.00,0.00
635.1,YgfB-like,635,YgfB-like,2,17,6,36,0.00,0.00,0.00,0.00
636.1,SopE-like GEF domain,636,SopE-like GEF domain,7,3,18,9,16.67,0.00,0.00,0.00
637.1,Ribosomal protein L19 (L19e) N-terminal domain,637,Ribosomal protein L19 (L19e) N-terminal domain,11,34,12,42,0.00,0.00,19.05,0.00
639.1,Hemolysin expression modulating protein HHA,639,HHA-like,1,3,1,3,0.00,0.00,0.00,0.00
639.2,Regulator of acid resistance influenced by indole (AriR),639,HHA-like,0,13,0,22,,,9.09,0.00
64.1,WW domain,64,WW domain-like,10,169,10,260,0.00,0.00,9.23,0.38
641.1,Glycogen synthesis protein GlgS,641,Glycogen synthesis protein GlgS,1,0,2,0,0.00,0.00,,
642.1,"Suppressor of Fused, N-terminal domain",642,"Suppressor of Fused, N-terminal domain",3,15,12,62,0.00,0.00,1.61,0.00
64.3,Carbohydrate binding domain,64,WW domain-like,7,23,15,37,93.33,0.00,48.65,0.00
643.1,Hypothetical protein MTH393,643,Hypothetical protein MTH393,1,4,2,10,50.00,0.00,0.00,0.00
64.4,"Pym (Within the bgcn gene intron protein, WIBG), N-terminal domain",64,WW domain-like,0,1,0,1,,,0.00,0.00
64.5,Connector region of RNA helicase HrpB,64,WW domain-like,0,3,0,6,,,0.00,0.00
650.1,Chaperone J-domain,650,Chaperone J-domain,10,554,16,937,12.50,0.00,2.56,2.88
65.1,Composite domain of metallo-dependent hydrolases,65,Composite domain of metallo-dependent hydrolases,59,346,100,613,8.00,0.00,6.20,0.16
66.1,ISP domain,66,ISP domain,44,208,85,878,15.29,14.12,11.85,44.08
67.1,HSP40/DnaJ peptide-binding domain,67,HSP40/DnaJ peptide-binding domain,14,396,58,781,82.76,0.00,1.66,16.39
69.1,Hedgehog/intein,69,Hedgehog/intein,19,228,43,559,0.00,0.00,20.04,0.00
7000.1,inserted region in the C-terminal domain of the archeal LeuRS,7000,inserted region in the C-terminal domain of the archeal LeuRS,0,47,0,72,,,8.33,0.00
7001.1,palm insertion domain of RNAP2,7001,palm insertion domain of RNAP2,1,0,1,0,0.00,0.00,,
7002.1,TM trimerization region of envelope glycoprotein B,7002,TM trimerization region of envelope glycoprotein B,0,2,0,7,,,0.00,0.00
7003.1,N-terminal domain of the pestivirus NS5B protein,7003,N-terminal domain of the pestivirus NS5B protein,1,0,3,0,0.00,0.00,,
7004.1,split helical dimerization (SHED) domain,7004,split helical dimerization (SHED) domain,1,9,5,21,0.00,0.00,0.00,0.00
7005.1,LUBAC-tethering domain,7005,LUBAC-tethering domain,0,5,0,9,,,0.00,44.44
7007.1,TOR1 N-terminal extended segment,7007,TOR1 N-terminal extended segment,1,0,1,0,0.00,0.00,,
7008.1,N-terminal domain of hexon-associated protein (IIIa),7008,N-terminal domain of hexon-associated protein (IIIa),0,1,0,5,,,0.00,0.00
70.1,MoeA C-terminal domain-like,70,beta-clip,1,22,1,40,0.00,0.00,0.00,0.00
7010.1,Activation-binding domain of RNA polymerase II mediator,7010,Activation-binding domain of RNA polymerase II mediator,1,3,1,3,0.00,0.00,0.00,0.00
701.1,alpha-Amylase inhibitor tendamistat,701,alpha-Amylase inhibitor tendamistat,2,2,8,8,100.00,0.00,100.00,0.00
7011.1,RodA transmembrane domain,7011,RodA transmembrane domain,4,120,5,367,0.00,0.00,1.09,0.00
7012.1,Monotopic phosphoglycosyl transferase (PGT)-like,7012,Monotopic phosphoglycosyl transferase (PGT)-like,0,18,0,26,,,0.00,0.00
7013.1,Ribosome assembly factor Efg1-like,7013,Ribosome assembly factor Efg1-like,0,17,0,19,,,0.00,0.00
7014.1,Undecaprenyl pyrophosphate phosphatase (UppP) transmembrane domain,7014,Undecaprenyl pyrophosphate phosphatase (UppP) transmembrane domain,0,387,0,668,,,2.54,0.00
7015.1,Palmitoyltransferase DHHC transmembrane domain,7015,Palmitoyltransferase DHHC transmembrane domain,3,240,12,1533,0.00,0.00,5.28,24.01
7016.1,Palmitoyltransferase DHHC C-terminal domain,7016,Palmitoyltransferase DHHC C-terminal domain,1,26,1,56,0.00,0.00,1.79,12.50
7018.1,gp76 helical domain,7018,gp76 helical domain,0,11,0,24,,,8.33,8.33
7019.1,anti-CRISPR protein AcrE1,7019,anti-CRISPR protein AcrE1,1,2,2,3,0.00,0.00,0.00,0.00
70.2,dUTPase-like,70,beta-clip,23,209,44,445,0.00,0.00,2.02,0.00
7020.1,Influenza A M2 transmembrane domain,7020,Influenza A M2 transmembrane domain,0,9,0,14,,,21.43,0.00
702.1,beta-hairpin stack,702,beta-hairpin stack,4,2,5,4,0.00,0.00,0.00,0.00
7021.1,viral membrane assembly protein A6 homolog,7021,viral membrane assembly protein A6 homolog,3,0,8,0,0.00,0.00,,
7022.1,central core domain of D-alanyl transfer protein,7022,central core domain of D-alanyl transfer protein,0,143,0,686,,,0.87,1.60
7023.1,helical ridge domain of D-alanyl transfer protein,7023,helical ridge domain of D-alanyl transfer protein,1,181,1,545,0.00,0.00,1.28,2.75
7024.1,"Dimerization domain of lysinoalanine synthase, DurN",7024,"Dimerization domain of lysinoalanine synthase, DurN",1,0,1,0,0.00,0.00,,
7025.1,LIN9-LIN52 heterodimer,7025,LIN9-LIN52 heterodimer,1,12,1,16,0.00,0.00,0.00,0.00
7026.1,N-terminal region of lipid transporter Vps13,7026,N-terminal region of lipid transporter Vps13,0,106,0,514,,,0.39,0.00
7027.1,Conotoxin F14,7027,Conotoxin F14,2,0,8,0,100.00,0.00,,
7029.1,Insertion domain of minor capsid protein,7029,Insertion domain of minor capsid protein,1,0,1,0,0.00,0.00,,
70.3,SET domain-like,70,beta-clip,33,797,219,6700,2.74,42.01,0.81,43.42
7030.1,N-terminal domain of P-granule protein,7030,N-terminal domain of P-granule protein,1,4,1,11,0.00,0.00,9.09,0.00
703.1,BTV NS2-like ssRNA-binding domain (N-terminal half of Pfam 04514),703,BTV NS2-like ssRNA-binding domain (N-terminal half of Pfam 04514),1,0,3,0,66.67,0.00,,
7031.1,extracellular domain of BK channel beta4 subunit,7031,extracellular domain of BK channel beta4 subunit,1,1,9,7,88.89,0.00,100.00,0.00
7032.1,Paratox,7032,Paratox,0,1,0,1,,,0.00,0.00
7033.1,Ribonuclease P protein subunit p40,7033,Ribonuclease P protein subunit p40,0,12,0,79,,,0.00,0.00
7034.1,Protein A6 N-terminal domain,7034,Protein A6 N-terminal domain,1,0,2,0,0.00,0.00,,
7035.1,Cuben fold of PcncAAAD,7035,Cuben fold of PcncAAAD,0,3,0,3,,,0.00,0.00
7036.1,N-terminal domain of TAP-binding protein-related,7036,N-terminal domain of TAP-binding protein-related,2,1,4,3,0.00,0.00,100.00,0.00
7037.1,Cys-rich region of amnionless (AMN) extracellular domain,7037,Cys-rich region of amnionless (AMN) extracellular domain,1,0,4,0,100.00,0.00,,
7038.1,Zinc-binding domain of DENR,7038,Zinc-binding domain of DENR,2,29,7,111,0.00,28.57,1.80,32.43
7039.1,Helical domain of PCIF1/CAPAM,7039,Helical domain of PCIF1/CAPAM,1,8,7,54,0.00,0.00,0.00,0.00
70.4,"Head decoration protein D (gpD, major capsid protein D)",70,beta-clip,0,16,0,21,,,14.29,0.00
7040.1,EcoKMcrA modification binding domain,7040,EcoKMcrA modification binding domain,1,0,2,0,0.00,0.00,,
7041.1,N-terminal domain of N-acetylglucosaminyltransferase-V,7041,N-terminal domain of N-acetylglucosaminyltransferase-V,1,3,5,15,40.00,0.00,33.33,6.67
7042.1,C-terminal domain of N-acetylglucosaminyltransferase-V,7042,C-terminal domain of N-acetylglucosaminyltransferase-V,0,15,0,144,,,88.89,0.00
7043.1,Assembly domain of GTP-binding protein,7043,Assembly domain of GTP-binding protein,1,1,3,3,33.33,0.00,0.00,0.00
7044.1,N-terminal domain of Small RNA Degrading Nuclease (SDN),7044,N-terminal domain of Small RNA Degrading Nuclease (SDN),1,2,1,2,0.00,0.00,0.00,0.00
7045.1,C-terminal domain of RNA helicase HrpB,7045,C-terminal domain of RNA helicase HrpB,1,2,1,2,0.00,0.00,0.00,0.00
7046.1,RNAi suppressor protein CrPV-1A,7046,RNAi suppressor protein CrPV-1A,1,1,7,4,0.00,57.14,100.00,0.00
7048.1,head domain of ScoMcrA,7048,head domain of ScoMcrA,0,2,0,3,,,0.00,0.00
7049.1,sulfur-binding domain (SBD) of ScoMcrA,7049,sulfur-binding domain (SBD) of ScoMcrA,1,2,1,3,0.00,0.00,0.00,0.00
70.5,Anti-CRISPR protein (AcrIIC1),70,beta-clip,1,0,4,0,0.00,0.00,,
7050.1,Npl4 zinc binding domain,7050,Npl4 zinc binding domain,4,20,12,61,0.00,66.67,6.56,70.49
705.1,Cyanovirin-N,705,Cyanovirin-N,11,13,35,75,74.29,0.00,93.33,0.00
7051.1,C-terminal domain of Npl4,7051,C-terminal domain of Npl4,2,24,3,40,0.00,0.00,10.00,0.00
7054.1,Mucin-like region of HAP2,7054,Mucin-like region of HAP2,1,1,8,2,100.00,0.00,100.00,0.00
7055.1,Domain II of HAP2,7055,Domain II of HAP2,3,2,44,26,100.00,0.00,88.46,0.00
7056.1,Zinc binding domain of metalloprotease Spartan,7056,Zinc binding domain of metalloprotease Spartan,1,50,3,209,0.00,66.67,1.44,2.39
7057.1,N-terminal head domain of protein delta,7057,N-terminal head domain of protein delta,1,1,1,5,0.00,0.00,0.00,0.00
7059.1,SatS C-terminal domain,7059,SatS C-terminal domain,1,5,1,7,0.00,0.00,0.00,0.00
7060.1,ELMO domain,7060,ELMO domain,0,45,0,158,,,0.00,0.00
706.1,Head domain of nucleotide exchange factor GrpE,706,Head domain of nucleotide exchange factor GrpE,0,76,0,143,,,1.40,0.00
7061.1,VWF C8-3 module,7061,VWF C8-3 module,11,77,106,596,100.00,0.00,85.40,0.00
706.2,G5 and E repeats in surface protein G,706,Head domain of nucleotide exchange factor GrpE,0,4,0,8,,,75.00,0.00
7062.1,Helical domain of retinal degeneration 3 protein,7062,Helical domain of retinal degeneration 3 protein,0,10,0,21,,,0.00,0.00
7063.1,C-terminal domain of poxin,7063,C-terminal domain of poxin,2,0,3,0,0.00,0.00,,
7064.1,Transmembrane domain of VIT1,7064,Transmembrane domain of VIT1,0,77,0,155,,,1.94,0.00
7066.1,First helical domain of Cas13b,7066,First helical domain of Cas13b,2,0,2,0,0.00,0.00,,
7067.1,Lid domain of Cas13b,7067,Lid domain of Cas13b,2,0,3,0,0.00,0.00,,
7068.1,Second helical domain of Cas13b,7068,Second helical domain of Cas13b,1,0,1,0,0.00,0.00,,
7069.1,Head domain of SBV glycoprotein Gc,7069,Head domain of SBV glycoprotein Gc,4,0,32,0,65.63,0.00,,
707.1,Hydrophobin,707,Hydrophobin,11,25,87,195,100.00,0.00,100.00,0.00
7071.1,C-terminal domain of USP25,7071,C-terminal domain of USP25,1,4,6,24,0.00,0.00,0.00,0.00
7072.1,N-terminal half of TgpA periplasmic domain,7072,N-terminal half of TgpA periplasmic domain,0,5,0,6,,,0.00,0.00
7073.1,C-terminal domain of Malic enzyme,7073,C-terminal domain of Malic enzyme,5,38,8,84,0.00,0.00,0.00,0.00
7074.1,C-terminal portion of ANKRD31,7074,C-terminal portion of ANKRD31,1,0,1,0,0.00,0.00,,
7075.1,uncharacterized protein SAMEA2273162_06031,7075,uncharacterized protein SAMEA2273162_06031,1,0,1,0,0.00,0.00,,
7076.1,Mto2 twin-cysteine dimerization domain,7076,Mto2 twin-cysteine dimerization domain,0,8,0,13,,,0.00,0.00
7078.1,C-terminal domain of SidJ,7078,C-terminal domain of SidJ,0,4,0,10,,,0.00,0.00
7079.1,Phage tail fiber assembly protein,7079,Phage tail fiber assembly protein,0,2,0,5,,,0.00,0.00
7080.1,SARAF luminal domain,7080,SARAF luminal domain,1,12,8,63,75.00,0.00,90.48,0.00
708.1,ETN0001 domain-like,708,ETN0001 domain-like,41,1101,157,4806,2.55,37.58,1.89,28.42
7081.1,Transactivation domain (TAD) of FoxM1,7081,Transactivation domain (TAD) of FoxM1,0,1,0,2,,,0.00,0.00
7082.1,N-terminal domain of viral protein A26,7082,N-terminal domain of viral protein A26,1,0,3,0,0.00,0.00,,
7083.1,C-terminal domain of viral protein A26,7083,C-terminal domain of viral protein A26,1,0,1,0,0.00,0.00,,
7084.1,Highly disulfide-linked beta sandwich region of p43,7084,Highly disulfide-linked beta sandwich region of p43,1,15,10,132,100.00,0.00,94.70,0.00
7085.1,Twin-arginine translocation pathway signal,7085,Twin-arginine translocation pathway signal,1,0,1,0,0.00,0.00,,
7087.1,Emopamil binding protein (EBP) transmembrane domain,7087,Emopamil binding protein (EBP) transmembrane domain,0,59,0,212,,,4.25,0.00
7088.1,GPI-anchored protein,7088,GPI-anchored protein,2,15,16,112,100.00,0.00,100.00,0.00
7089.1,"Methane monooxygenase hydroxylase, MmoD",7089,"Methane monooxygenase hydroxylase, MmoD",1,24,1,35,0.00,0.00,5.71,0.00
7090.1,Glycyl radical domain,7090,Glycyl radical domain,11,4,14,5,21.43,0.00,0.00,0.00
709.1,Neurophysin II,709,Neurophysin II,1,12,14,167,100.00,0.00,100.00,0.00
7091.1,C-terminal domain of DNA repair helicase RadD,7091,C-terminal domain of DNA repair helicase RadD,1,0,5,0,0.00,80.00,,
7092.1,N-terminal domain of vibrio phospholipase,7092,N-terminal domain of vibrio phospholipase,1,0,2,0,100.00,0.00,,
7094.1,Paddle domain of mitochondrial dynamin,7094,Paddle domain of mitochondrial dynamin,2,11,5,23,0.00,0.00,0.00,0.00
7095.1,C-terminal domain of DEAH helicase DHX37,7095,C-terminal domain of DEAH helicase DHX37,1,6,2,8,0.00,0.00,0.00,0.00
7096.1,Insertion domain of carboxypeptidase dacD,7096,Insertion domain of carboxypeptidase dacD,1,0,2,0,100.00,0.00,,
7097.1,Uncharacterized protein MXAN_0049,7097,Uncharacterized protein MXAN_0049,1,0,1,0,0.00,0.00,,
7098.1,Replicase polyprotein 1a N-terminal helical domain,7098,Replicase polyprotein 1a N-terminal helical domain,1,0,3,0,0.00,0.00,,
7099.1,VP5 N-terminal domain,7099,VP5 N-terminal domain,0,3,0,4,,,25.00,0.00
7.1,PDZ domain,7,PDZ domain,53,1068,87,2111,2.30,0.00,3.74,0.00
7100.1,Notch transmembrane helix,7100,Notch transmembrane helix,2,7,2,7,0.00,0.00,0.00,0.00
710.1,Obg GTP-binding protein N-terminal domain,710,Obg GTP-binding protein N-terminal domain,3,166,8,300,0.00,0.00,0.00,0.00
7101.1,Prp8-binding region of SLU7,7101,Prp8-binding region of SLU7,0,3,0,3,,,0.00,0.00
7102.1,C-terminal segment in 5'->3' exoribonucleases,7102,C-terminal segment in 5'->3' exoribonucleases,3,41,5,90,20.00,0.00,11.11,0.00
7103.1,"MJ1004, C-terminal domain",7103,"MJ1004, C-terminal domain",1,2,1,2,0.00,0.00,0.00,0.00
7104.1,putative carbohydrate-binding module of GH2,7104,putative carbohydrate-binding module of GH2,1,1,1,11,0.00,0.00,100.00,0.00
7105.1,Helical domain in class 2 OLD protein,7105,Helical domain in class 2 OLD protein,1,1,2,3,0.00,0.00,0.00,0.00
7106.1,Conotoxin phi-MiXXVIIA,7106,Conotoxin phi-MiXXVIIA,1,3,8,20,100.00,0.00,100.00,0.00
7107.1,"AapA1 toxin, transmembrane helix",7107,"AapA1 toxin, transmembrane helix",1,0,1,0,0.00,0.00,,
7109.1,"AnkH, cap domain",7109,"AnkH, cap domain",1,0,4,0,0.00,0.00,,
71.1,Lipoprotein localization factors LolAB,71,Lipoprotein localization factors LolAB,10,124,21,433,66.67,0.00,50.35,0.00
7110.1,Helical insertion of YcjX stress protein,7110,Helical insertion of YcjX stress protein,1,2,1,4,0.00,0.00,0.00,0.00
7111.1,"Ubiquinol-cytochrome C chaperone, C-terminal domain",7111,"Ubiquinol-cytochrome C chaperone, C-terminal domain",1,23,3,64,0.00,0.00,0.00,0.00
7113.1,"LegK7, C-terminal domain",7113,"LegK7, C-terminal domain",1,0,1,0,0.00,0.00,,
71.2,PA1994-like,71,Lipoprotein localization factors LolAB,2,7,2,26,50.00,0.00,0.00,0.00
712.1,"ENV polyprotein, receptor-binding domain",712,"ENV polyprotein, receptor-binding domain",2,9,22,68,100.00,0.00,97.06,0.00
714.1,"N-utilization substance G protein NusG, insert domain",714,"N-utilization substance G protein NusG, insert domain",4,3,8,10,12.50,25.00,20.00,30.00
719.1,"XRCC4, N-terminal domain",719,"XRCC4, N-terminal domain-like",8,54,16,155,0.00,0.00,7.10,0.00
719.2,NE0471 N-terminal domain-like,719,"XRCC4, N-terminal domain-like",4,33,11,100,0.00,54.55,8.00,40.00
72.1,gamma-Crystallin-like,72,gamma-Crystallin-like,23,136,77,513,61.04,0.00,46.39,0.00
73.1,SMAD/FHA domain,73,SMAD/FHA domain,25,495,85,1600,0.00,0.00,3.00,2.31
74.1,"Transcription factor IIA (TFIIA), beta-barrel domain",74,"Transcription factor IIA (TFIIA), beta-barrel domain",3,35,6,84,0.00,0.00,16.67,0.00
7500.1,Glycerate kinase I (Pfam 02595) domain II,7500,Glycerate kinase I (Pfam 02595) domain II,2,21,7,62,0.00,0.00,0.00,0.00
7501.1,Dihydrofolate reductases,7501,Dihydrofolate reductases,39,139,80,362,3.75,0.00,5.80,0.00
